Gemeinden in Deutschland nach Fläche und Bevölkerung am 31.12.1990 (Jahr) zum Gebietsstand 01.01.1991 ;;;;;;;;;;;;
;;;;;;;;;;;;
Satz-art;;Gemeindeschlüssel;;;;;Gemeindename;Fläche in km2;Bevölkerung;;;
;;Land;RB;Kreis;;Gem;;;insgesamt;männlich;weiblich;je km2
;;Gebietsstand am 01.01.1991;;;;;;am 31.12.1990 (Jahr);;;;
;;;;;;;;;;;;
60;;7;2;31;;76;Lösnich;2,53;401;207;194;158
60;;7;2;31;;77;Longkamp;11,51;983;487;496;85
60;;7;2;31;;78;Lückenburg;2,57;82;38;44;32
60;;7;2;31;;79;Malborn;26,29; 1 421;703;718;54
60;;7;2;31;;80;Manderscheid;10,06; 1 210;569;641;120
60;;7;2;31;;81;Maring-Noviand;12,23; 1 430;689;741;117
60;;7;2;31;;82;Meerfeld;13,24;350;185;165;26
60;;7;2;31;;83;Merschbach;3,2;60;29;31;19
60;;7;2;31;;85;Minderlittgen;8,19;642;320;322;78
60;;7;2;31;;86;Minheim;5,4;510;246;264;94
60;;7;2;31;;87;Monzelfeld;12,5; 1 201;587;614;96
60;;7;2;31;;90;Mülheim (Mosel);4,92;862;413;449;175
60;;7;2;31;;91;Musweiler;3,05;72;39;33;24
60;;7;2;31;;92;Neumagen-Dhron;16,27; 2 408; 1 179; 1 229;148
60;;7;2;31;;93;Neunkirchen;3,17;147;77;70;46
60;;7;2;31;;95;Niederöfflingen;8,17;425;219;206;52
60;;7;2;31;;96;Niederscheidweiler;7,83;258;130;128;33
60;;7;2;31;;100;Oberöfflingen;7,44;246;118;128;33
60;;7;2;31;;101;Oberscheidweiler;4,5;174;82;92;39
60;;7;2;31;;103;Osann-Monzel;16,57; 1 476;726;750;89
60;;7;2;31;;104;Pantenburg;4,98;251;131;120;50
60;;7;2;31;;105;Piesport;19,61; 2 076; 1 038; 1 038;106
60;;7;2;31;;107;Platten;7,06;785;396;389;111
60;;7;2;31;;108;Plein;7,22;565;270;295;78
60;;7;2;31;;110;Reil;12,17; 1 204;558;646;99
60;;7;2;31;;111;Rivenich;7,77;690;350;340;89
60;;7;2;31;;112;Rorodt;3,41;70;35;35;21
60;;7;2;31;;113;Salmtal;14,05; 2 009;970; 1 039;143
60;;7;2;31;;114;Schladt;4,96;135;71;64;27
60;;7;2;31;;115;Schönberg;5,09;235;121;114;46
60;;7;2;31;;116;Schwarzenborn;5,13;42;24;18;8
60;;7;2;31;;117;Sehlem;11,28;789;401;388;70
60;;7;2;31;;120;Starkenburg;1,52;225;103;122;148
60;;7;2;31;;122;Talling;3,9;198;94;104;51
60;;7;2;31;;123;Thalfang;19,44; 1 585;800;785;82
60;;7;2;31;;124;Traben-Trarbach, Stadt;31,35; 5 951; 2 777; 3 174;190
60;;7;2;31;;125;Ürzig;6,04;973;475;498;161
60;;7;2;31;;126;Veldenz;14,41;887;436;451;62
60;;7;2;31;;127;Wallscheid;5,95;332;167;165;56
60;;7;2;31;;132;Willwerscheid;2,46;35;19;16;14
60;;7;2;31;;133;Wintrich;17,6; 1 059;503;556;60
60;;7;2;31;;134;Wittlich, Stadt;49,22; 15 579; 7 456; 8 123;317
60;;7;2;31;;136;Zeltingen-Rachtig;16,94; 2 292; 1 114; 1 178;135
60;;7;2;31;;202;Breit;4;250;137;113;63
60;;7;2;31;;203;Büdlich;4,02;221;110;111;55
60;;7;2;31;;204;Heidenburg;9,5;709;352;357;75
60;;7;2;31;;206;Lötzbeuren;10,2;406;210;196;40
60;;7;2;31;;207;Trittenheim;10,1; 1 195;570;625;118
60;;7;2;31;;501;Irmenach;16,38;661;326;335;40
60;;7;2;31;;502;Morbach;122,15; 10 116; 5 028; 5 088;83
60;;7;2;31;;503;Landscheid;30,13; 2 121; 1 048; 1 073;70
60;;7;2;31;;504;Niersbach;12,81;674;337;337;53
40;;7;2;32;;;Bitburg-Prüm;;;;;
60;;7;2;32;;1;Affler;2,04;44;27;17;22
60;;7;2;32;;2;Alsdorf;6,37;366;175;191;57
60;;7;2;32;;3;Altscheid;5,9;111;56;55;19
60;;7;2;32;;4;Ammeldingen an der Our;2,65;17;9;8;6
60;;7;2;32;;5;Ammeldingen bei Neuerburg;4,49;201;113;88;45
60;;7;2;32;;6;Auw an der Kyll;0,96;179;94;85;186
60;;7;2;32;;7;Badem;9,16;893;432;461;97
60;;7;2;32;;8;Bauler;6,04;82;47;35;14
60;;7;2;32;;9;Baustert;4,48;490;246;244;109
60;;7;2;32;;10;Beilingen;4,31;336;170;166;78
60;;7;2;32;;11;Berkoth;3,53;99;52;47;28
60;;7;2;32;;12;Berscheid;7,49;71;34;37;9
60;;7;2;32;;13;Bettingen;7,25; 1 022;506;516;141
60;;7;2;32;;14;Bickendorf;5,49;410;214;196;75
60;;7;2;32;;15;Biersdorf;3,22;468;233;235;145
60;;7;2;32;;16;Biesdorf;5,48;308;195;113;56
60;;7;2;32;;17;Birtlingen;2,93;73;37;36;25
60;;7;2;32;;18;Bitburg, Stadt;47,53; 11 152; 5 231; 5 921;235
60;;7;2;32;;19;Bollendorf;13,45; 1 574;754;820;117
60;;7;2;32;;20;Brecht;4,54;171;85;86;38
60;;7;2;32;;21;Brimingen;3,79;80;35;45;21
60;;7;2;32;;22;Burg;2,73;33;18;15;12
60;;7;2;32;;23;Burscheid;3,65;5;5;;1
60;;7;2;32;;24;Dahlem;4,28;236;111;125;55
60;;7;2;32;;25;Dauwelshausen;2,05;86;46;40;42
60;;7;2;32;;26;Dockendorf;5,82;179;87;92;31
60;;7;2;32;;27;Dudeldorf;11,04; 1 121;544;577;102
60;;7;2;32;;28;Echternacherbrück;4,94;656;325;331;133
60;;7;2;32;;29;Echtershausen;2,49;107;49;58;43
60;;7;2;32;;30;Ehlenz;5,95;432;226;206;73
60;;7;2;32;;31;Emmelbaum;2,69;80;38;42;30
60;;7;2;32;;32;Enzen;1,71;45;26;19;26
60;;7;2;32;;33;Ernzen;9,96;440;224;216;44
60;;7;2;32;;34;Esslingen;5,25;78;41;37;15
60;;7;2;32;;35;Etteldorf;1,74;30;17;13;17
60;;7;2;32;;36;Feilsdorf;3,8;30;14;16;8
60;;7;2;32;;37;Ferschweiler;7,45;921;444;477;124
60;;7;2;32;;38;Fischbach-Oberraden;6,68;55;30;25;8
60;;7;2;32;;39;Fließem;8,38;603;296;307;72
60;;7;2;32;;40;Geichlingen;5,32;328;159;169;62
60;;7;2;32;;41;Gemünd;2,88;35;13;22;12
60;;7;2;32;;42;Gentingen;4,24;72;36;36;17
60;;7;2;32;;43;Gindorf;6,56;308;145;163;47
60;;7;2;32;;44;Gondorf;3,75;337;165;172;90
60;;7;2;32;;45;Halsdorf;3,21;86;45;41;27
60;;7;2;32;;46;Hamm;1,73;30;14;16;17
60;;7;2;32;;47;Heilbach;6,48;144;72;72;22
60;;7;2;32;;48;Heilenbach;7,86;119;56;63;15
60;;7;2;32;;49;Herbstmühle;2,15;36;18;18;17
60;;7;2;32;;50;Herforst;3,75;850;405;445;227
60;;7;2;32;;52;Hisel;2,13;25;10;15;12
60;;7;2;32;;53;Holsthum;9,34;538;261;277;58
60;;7;2;32;;54;Hommerdingen;2,04;63;28;35;31
60;;7;2;32;;55;Hosten;2,88;182;85;97;63
60;;7;2;32;;56;Hütten;3,09;69;38;31;22
60;;7;2;32;;57;Hütterscheid;2,99;201;103;98;67
60;;7;2;32;;58;Hüttingen an der Kyll;2,95;320;155;165;108
60;;7;2;32;;59;Hüttingen bei Lahr;4,4;122;59;63;28
60;;7;2;32;;60;Idenheim;7,73;405;197;208;52
60;;7;2;32;;61;Idesheim;6,72;403;211;192;60
60;;7;2;32;;62;Ingendorf;3,32;183;99;84;55
60;;7;2;32;;63;Irrel;7,05; 1 223;595;628;173
60;;7;2;32;;64;Karlshausen;7,08;394;197;197;56
60;;7;2;32;;65;Kaschenbach;4,45;40;21;19;9
60;;7;2;32;;66;Keppeshausen;2,39;17;7;10;7
60;;7;2;32;;67;Körperich;19,16; 1 061;503;558;55
60;;7;2;32;;68;Koxhausen;3,81;105;50;55;28
60;;7;2;32;;69;Kruchten;5,4;412;206;206;76
60;;7;2;32;;70;Kyllburg, Stadt;4,62; 1 074;520;554;232
60;;7;2;32;;71;Kyllburgweiler;7,26;121;61;60;17
60;;7;2;32;;72;Lahr;7,23;211;117;94;29
60;;7;2;32;;73;Leimbach;2,96;64;33;31;22
60;;7;2;32;;74;Ließem;2,99;98;48;50;33
60;;7;2;32;;75;Malberg;6,6;757;353;404;115
60;;7;2;32;;76;Malbergweich;10,11;335;161;174;33
60;;7;2;32;;77;Meckel;10,81;306;147;159;28
60;;7;2;32;;78;Menningen;3,42;156;78;78;46
60;;7;2;32;;79;Messerich;6,53;400;192;208;61
60;;7;2;32;;80;Mettendorf;14,98; 1 048;513;535;70
60;;7;2;32;;81;Metterich;5,59;443;212;231;79
60;;7;2;32;;82;Minden;3,83;224;112;112;58
60;;7;2;32;;83;Mülbach;1,55;107;57;50;69
60;;7;2;32;;84;Muxerath;4,54;64;35;29;14
60;;7;2;32;;85;Nasingen;2,38;48;28;20;20
60;;7;2;32;;86;Nattenheim;6,93;394;188;206;57
60;;7;2;32;;87;Neidenbach;9,35;847;431;416;91
60;;7;2;32;;88;Neuerburg, Stadt;10,22; 1 728;829;899;169
60;;7;2;32;;89;Niedergeckler;1,39;60;29;31;43
60;;7;2;32;;90;Niederraden;2;62;33;29;31
60;;7;2;32;;91;Niederstedem;5,45;194;105;89;36
60;;7;2;32;;92;Niederweiler;4,58;101;44;57;22
60;;7;2;32;;93;Niederweis;7,55;238;117;121;32
60;;7;2;32;;94;Niehl;1,99;74;40;34;37
60;;7;2;32;;95;Nusbaum;17,16;435;222;213;25
60;;7;2;32;;96;Obergeckler;6,35;187;99;88;29
60;;7;2;32;;97;Oberstedem;4,48;82;38;44;18
60;;7;2;32;;98;Oberweiler;5,31;141;72;69;27
60;;7;2;32;;99;Oberweis;9,69;540;260;280;56
60;;7;2;32;;100;Olsdorf;3,14;103;53;50;33
60;;7;2;32;;101;Orsfeld;5,18;166;83;83;32
60;;7;2;32;;102;Utscheid;5,75;472;243;229;82
60;;7;2;32;;103;Peffingen;5,8;206;103;103;36
60;;7;2;32;;104;Philippsheim;0,89;96;49;47;108
60;;7;2;32;;105;Pickließem;5,76;324;159;165;56
60;;7;2;32;;106;Plascheid;3,38;74;41;33;22
60;;7;2;32;;107;Preist;6,45;702;354;348;109
60;;7;2;32;;108;Prümzurlay;3,83;481;229;252;126
60;;7;2;32;;109;Rittersdorf;11,88; 1 050;529;521;88
60;;7;2;32;;110;Rodershausen;5,36;214;103;111;40
60;;7;2;32;;111;Röhl;10,65;462;228;234;43
60;;7;2;32;;112;Roth an der Our;1,94;224;99;125;115
60;;7;2;32;;113;Sankt Thomas;9,13;321;157;164;35
60;;7;2;32;;114;Schankweiler;6,55;185;94;91;28
60;;7;2;32;;115;Scharfbillig;4,82;69;31;38;14
60;;7;2;32;;116;Scheitenkorb;2,82;38;19;19;13
60;;7;2;32;;117;Scheuern;6,51;66;38;28;10
60;;7;2;32;;118;Schleid;6,23;394;190;204;63
60;;7;2;32;;119;Seffern;4,92;308;150;158;63
60;;7;2;32;;120;Sefferweich;10,73;240;116;124;22
60;;7;2;32;;121;Sevenig bei Neuerburg;5,92;39;23;16;7
60;;7;2;32;;122;Sinspelt;2,44;337;168;169;138
60;;7;2;32;;123;Speicher;15,34; 2 775; 1 349; 1 426;181
60;;7;2;32;;124;Stockem;3,97;97;45;52;24
60;;7;2;32;;125;Sülm;7,05;368;194;174;52
60;;7;2;32;;126;Trimport;2,19;267;142;125;122
60;;7;2;32;;127;Übereisenbach;2,48;51;23;28;21
60;;7;2;32;;128;Uppershausen;3,4;82;49;33;24
60;;7;2;32;;129;Usch;1,33;71;35;36;53
60;;7;2;32;;130;Waldhof-Falkenstein;3,46;33;18;15;10
60;;7;2;32;;131;Wallendorf;8,72;391;198;193;45
60;;7;2;32;;132;Weidingen;5,86;178;88;90;30
60;;7;2;32;;133;Wettlingen;3,46;47;23;24;14
60;;7;2;32;;134;Wiersdorf;4,06;160;84;76;39
60;;7;2;32;;135;Wilsecker;4,53;178;88;90;39
60;;7;2;32;;137;Wolsfeld;9,27;638;323;315;69
60;;7;2;32;;138;Zweifelscheid;1,81;66;35;31;36
60;;7;2;32;;201;Arzfeld;19,37; 1 148;599;549;59
60;;7;2;32;;202;Auw bei Prüm;22,11;663;329;334;30
60;;7;2;32;;203;Balesfeld;2,32;206;101;105;89
60;;7;2;32;;206;Bleialf;7,55; 1 113;530;583;147
60;;7;2;32;;207;Brandscheid;16,2;337;172;165;21
60;;7;2;32;;208;Buchet;13,32;295;154;141;22
60;;7;2;32;;209;Büdesheim;13,54;573;267;306;42
60;;7;2;32;;210;Burbach;16,88;613;308;305;36
60;;7;2;32;;211;Dackscheid;5,09;189;88;101;37
60;;7;2;32;;212;Dahnen;17,18;400;212;188;23
60;;7;2;32;;213;Daleiden;15,53;867;434;433;56
60;;7;2;32;;214;Dasburg;4,83;294;136;158;61
60;;7;2;32;;216;Dingdorf;3,81;109;55;54;29
60;;7;2;32;;217;Eilscheid;2,38;40;20;20;17
60;;7;2;32;;218;Eisenach;6,31;333;167;166;53
60;;7;2;32;;220;Eschfeld;4,78;175;89;86;37
60;;7;2;32;;221;Euscheid;3,69;113;53;60;31
60;;7;2;32;;222;Feuerscheid;5,92;322;177;145;54
60;;7;2;32;;223;Fleringen;8,5;357;181;176;42
60;;7;2;32;;224;Giesdorf;3,56;117;53;64;33
60;;7;2;32;;225;Gilzem;4,98;369;189;180;74
60;;7;2;32;;226;Weinsheim;24,03;930;458;472;39
60;;7;2;32;;227;Gondenbrett;23,03;513;263;250;22
60;;7;2;32;;228;Gransdorf;7,1;301;149;152;42
60;;7;2;32;;229;Großkampenberg;6,31;179;91;88;28
60;;7;2;32;;230;Großlangenfeld;6,95;169;88;81;24
60;;7;2;32;;231;Habscheid;17,56;576;299;277;33
60;;7;2;32;;233;Hargarten;2;93;48;45;47
60;;7;2;32;;234;Harspelt;4,82;95;49;46;20
60;;7;2;32;;236;Heckhuscheid;8,28;186;97;89;22
60;;7;2;32;;238;Heisdorf;3,91;104;51;53;27
60;;7;2;32;;240;Herzfeld;2,67;34;17;17;13
60;;7;2;32;;245;Irrhausen;7,19;198;97;101;28
60;;7;2;32;;246;Jucken;6,18;199;84;115;32
60;;7;2;32;;247;Kesfeld;4,47;99;55;44;22
60;;7;2;32;;248;Kickeshausen;1,53;34;15;19;22
60;;7;2;32;;249;Kinzenburg;1,21;48;24;24;40
60;;7;2;32;;250;Kleinlangenfeld;7,82;148;72;76;19
60;;7;2;32;;253;Krautscheid;8,59;304;165;139;35
60;;7;2;32;;254;Lambertsberg;3,66;304;159;145;83
60;;7;2;32;;255;Lascheid;3,47;109;56;53;31
60;;7;2;32;;256;Lasel;4,51;359;176;183;80
60;;7;2;32;;258;Lauperath;5,77;121;62;59;21
60;;7;2;32;;259;Leidenborn;5,57;198;96;102;36
60;;7;2;32;;260;Lichtenborn;11,44;414;208;206;36
60;;7;2;32;;261;Lierfeld;1,71;67;31;36;39
60;;7;2;32;;262;Lünebach;10,27;616;287;329;60
60;;7;2;32;;263;Lützkampen;10,98;432;223;209;39
60;;7;2;32;;264;Manderscheid;4,25;70;35;35;16
60;;7;2;32;;265;Masthorn;4,53;71;37;34;16
60;;7;2;32;;266;Matzerath;4,31;71;37;34;16
60;;7;2;32;;267;Mauel;5,38;88;46;42;16
60;;7;2;32;;269;Merkeshausen;4,22;24;12;12;6
60;;7;2;32;;270;Merlscheid;3,53;44;23;21;12
60;;7;2;32;;271;Mützenich;6,43;141;66;75;22
60;;7;2;32;;272;Neuendorf;5,71;119;61;58;21
60;;7;2;32;;273;Neuheilenbach;0,96;229;109;120;239
60;;7;2;32;;276;Niederlauch;0,79;39;20;19;49
60;;7;2;32;;277;Niederpierscheid;1,64;43;17;26;26
60;;7;2;32;;279;Nimshuscheid;5,06;285;152;133;56
60;;7;2;32;;280;Nimsreuland;4,43;94;43;51;21
60;;7;2;32;;282;Oberkail;24,26;706;338;368;29
60;;7;2;32;;283;Oberlascheid;9,39;171;84;87;18
60;;7;2;32;;284;Oberlauch;3,59;64;35;29;18
60;;7;2;32;;285;Oberpierscheid;6,24;349;162;187;56
60;;7;2;32;;287;Olmscheid;4,87;163;79;84;33
60;;7;2;32;;288;Olzheim;16,22;448;235;213;28
60;;7;2;32;;289;Orenhofen;12,06; 1 298;611;687;108
60;;7;2;32;;290;Orlenbach;6,21;142;63;79;23
60;;7;2;32;;291;Pintesfeld;1,9;41;19;22;22
60;;7;2;32;;292;Pittenbach;3,86;112;62;50;29
60;;7;2;32;;293;Plütscheid;12,68;311;153;158;25
60;;7;2;32;;294;Preischeid;6,23;183;94;89;29
60;;7;2;32;;295;Pronsfeld;15,44;952;451;501;62
60;;7;2;32;;296;Prüm, Stadt;22,82; 5 237; 2 533; 2 704;229
60;;7;2;32;;297;Reiff;5,81;48;25;23;8
60;;7;2;32;;298;Reipeldingen;4,76;82;40;42;17
60;;7;2;32;;300;Rommersheim;16,98;598;285;313;35
60;;7;2;32;;301;Roscheid;5,13;76;40;36;15
60;;7;2;32;;302;Roth bei Prüm;19,08;395;195;200;21
60;;7;2;32;;304;Schönecken;13,35; 1 707;825;882;128
60;;7;2;32;;305;Schwirzheim;13,68;410;198;212;30
60;;7;2;32;;306;Seinsfeld;6,71;207;100;107;31
60;;7;2;32;;307;Seiwerath;8,94;163;83;80;18
60;;7;2;32;;308;Sellerich;17,37;330;159;171;19
60;;7;2;32;;309;Sengerich;1,1;25;12;13;23
60;;7;2;32;;310;Sevenig (Our);4,83;74;34;40;15
60;;7;2;32;;311;Spangdahlem;13,42;822;391;431;61
60;;7;2;32;;313;Steinborn;11,29;239;119;120;21
60;;7;2;32;;315;Strickscheid;1,41;47;28;19;33
60;;7;2;32;;318;Wallersheim;14,51;708;362;346;49
60;;7;2;32;;320;Watzerath;4,62;341;160;181;74
60;;7;2;32;;321;Wawern;7,64;303;162;141;40
60;;7;2;32;;322;Waxweiler;5,95; 1 208;568;640;203
60;;7;2;32;;327;Winringen;2,55;66;38;28;26
60;;7;2;32;;328;Winterscheid;8,45;168;77;91;20
60;;7;2;32;;329;Winterspelt;25,53;877;440;437;34
60;;7;2;32;;331;Zendscheid;2,35;145;78;67;62
60;;7;2;32;;332;Hersdorf;12,86;369;188;181;29
60;;7;2;32;;333;Üttfeld;14,93;526;277;249;35
60;;7;2;32;;501;Wißmannsdorf;6,73;706;356;350;105
40;;7;2;33;;;Daun;;;;;
60;;7;2;33;;2;Basberg;2,32;65;34;31;28
60;;7;2;33;;3;Beinhausen;2,63;84;43;41;32
60;;7;2;33;;4;Berlingen;3,59;225;114;111;63
60;;7;2;33;;5;Berndorf;9,14;452;229;223;49
60;;7;2;33;;6;Betteldorf;3,31;266;137;129;80
60;;7;2;33;;7;Birgel;6,53;453;230;223;69
60;;7;2;33;;8;Bleckhausen;6,32;363;176;187;57
60;;7;2;33;;10;Boxberg;5,64;202;112;90;36
60;;7;2;33;;11;Brockscheid;2,04;213;112;101;104
60;;7;2;33;;14;Darscheid;5,8;711;350;361;123
60;;7;2;33;;16;Demerath;10,51;289;143;146;27
60;;7;2;33;;17;Deudesfeld;8,03;438;222;216;55
60;;7;2;33;;18;Dockweiler;6,05;609;310;299;101
60;;7;2;33;;19;Dohm-Lammersdorf;4,54;164;78;86;36
60;;7;2;33;;20;Dreis-Brück;18,19;883;419;464;49
60;;7;2;33;;21;Ellscheid;5,22;262;132;130;50
60;;7;2;33;;22;Esch;10,17;470;218;252;46
60;;7;2;33;;23;Feusdorf;4,42;522;250;272;118
60;;7;2;33;;25;Gefell;2,79;92;51;41;33
60;;7;2;33;;26;Gerolstein, Stadt;64,34; 6 757; 3 249; 3 508;105
60;;7;2;33;;27;Gillenfeld;14,99; 1 278;605;673;85
60;;7;2;33;;28;Gönnersdorf;5,18;474;242;232;92
60;;7;2;33;;29;Hillesheim;20,62; 2 546; 1 206; 1 340;123
60;;7;2;33;;30;Hinterweiler;5,32;233;114;119;44
60;;7;2;33;;31;Hörscheid;4,04;124;61;63;31
60;;7;2;33;;32;Hörschhausen;2,38;174;86;88;73
60;;7;2;33;;33;Hohenfels-Essingen;5,02;324;155;169;65
60;;7;2;33;;34;Immerath;5,95;246;130;116;41
60;;7;2;33;;35;Jünkerath;10,1; 1 824;910;914;181
60;;7;2;33;;36;Kalenborn-Scheuern;7,34;401;205;196;55
60;;7;2;33;;37;Katzwinkel;3,85;142;77;65;37
60;;7;2;33;;38;Kerpen (Eifel);8,22;487;237;250;59
60;;7;2;33;;39;Kirchweiler;6,3;429;222;207;68
60;;7;2;33;;40;Kradenbach;1,73;144;69;75;83
60;;7;2;33;;41;Lissendorf;10,37;932;449;483;90
60;;7;2;33;;42;Mehren;12,94; 1 104;563;541;85
60;;7;2;33;;43;Meisburg;7,05;248;121;127;35
60;;7;2;33;;46;Mückeln;4,73;244;134;110;52
60;;7;2;33;;48;Neichen;2,95;151;80;71;51
60;;7;2;33;;49;Nerdlen;4,45;178;96;82;40
60;;7;2;33;;50;Neroth;7,24;953;478;475;132
60;;7;2;33;;52;Niederstadtfeld;9,13;506;250;256;55
60;;7;2;33;;53;Oberbettingen;6,17;580;288;292;94
60;;7;2;33;;54;Oberehe-Stroheich;10,31;352;172;180;34
60;;7;2;33;;55;Oberstadtfeld;10,21;586;295;291;57
60;;7;2;33;;56;Pelm;10,06;902;446;456;90
60;;7;2;33;;58;Rockeskyll;5,88;281;141;140;48
60;;7;2;33;;60;Salm;9,09;378;190;188;42
60;;7;2;33;;61;Sarmersbach;5,19;174;88;86;34
60;;7;2;33;;62;Saxler;1,82;94;43;51;52
60;;7;2;33;;63;Schalkenmehren;10,4;512;252;260;49
60;;7;2;33;;64;Schönbach;4,67;290;150;140;62
60;;7;2;33;;65;Schutz;9,04;157;75;82;17
60;;7;2;33;;67;Steineberg;2,93;337;184;153;115
60;;7;2;33;;68;Steiningen;7,6;187;96;91;25
60;;7;2;33;;70;Strohn;8,6;496;266;230;58
60;;7;2;33;;71;Strotzbüsch;6,45;382;193;189;59
60;;7;2;33;;74;Udler;6,3;271;138;133;43
60;;7;2;33;;75;Üdersdorf;17,47;978;492;486;56
60;;7;2;33;;76;Üxheim;30,98; 1 395;698;697;45
60;;7;2;33;;77;Utzerath;5,7;201;112;89;35
60;;7;2;33;;79;Wallenborn;8,23;495;251;244;60
60;;7;2;33;;80;Walsdorf;10,82;739;367;372;68
60;;7;2;33;;81;Weidenbach;10,73;339;161;178;32
60;;7;2;33;;83;Wiesbaum;15,18;517;274;243;34
60;;7;2;33;;84;Winkel (Eifel);6,69;148;75;73;22
60;;7;2;33;;201;Arbach;4,39;155;74;81;35
60;;7;2;33;;202;Bereborn;2,57;131;68;63;51
60;;7;2;33;;203;Berenbach;3,15;157;79;78;50
60;;7;2;33;;204;Birresborn;20,87; 1 272;619;653;61
60;;7;2;33;;205;Bodenbach;4,78;263;131;132;55
60;;7;2;33;;206;Bongard;6,64;258;134;124;39
60;;7;2;33;;207;Borler;4,54;105;54;51;23
60;;7;2;33;;208;Brücktal;2,42;99;54;45;41
60;;7;2;33;;209;Densborn;14,46;589;295;294;41
60;;7;2;33;;210;Drees;4,11;159;75;84;39
60;;7;2;33;;211;Duppach;10,28;292;153;139;28
60;;7;2;33;;212;Gelenberg;3,96;94;48;46;24
60;;7;2;33;;213;Gunderath;1,29;117;70;47;91
60;;7;2;33;;214;Hallschlag;12,74;542;277;265;43
60;;7;2;33;;215;Höchstberg;4,85;391;184;207;81
60;;7;2;33;;216;Horperath;2,4;103;59;44;43
60;;7;2;33;;217;Kaperich;2,69;186;87;99;69
60;;7;2;33;;218;Kelberg;24,61; 1 729;898;831;70
60;;7;2;33;;219;Kerschenbach;6,92;136;66;70;20
60;;7;2;33;;220;Kirsbach;3,41;99;57;42;29
60;;7;2;33;;221;Kötterichen;1,31;96;39;57;73
60;;7;2;33;;222;Kolverath;2,46;147;69;78;60
60;;7;2;33;;223;Kopp;8,4;189;84;105;23
60;;7;2;33;;224;Lirstal;5,26;250;125;125;48
60;;7;2;33;;225;Mannebach;7,34;253;128;125;34
60;;7;2;33;;226;Mosbruch;3,39;191;93;98;56
60;;7;2;33;;227;Mürlenbach;21,63;722;340;382;33
60;;7;2;33;;228;Nitz;1,08;56;33;23;52
60;;7;2;33;;229;Nohn;11,08;401;195;206;36
60;;7;2;33;;230;Oberelz;5,55;176;77;99;32
60;;7;2;33;;232;Ormont;12,44;410;208;202;33
60;;7;2;33;;233;Reimerath;2,54;77;38;39;30
60;;7;2;33;;234;Retterath;5,5;342;164;178;62
60;;7;2;33;;235;Reuth;7,15;219;113;106;31
60;;7;2;33;;236;Sassen;3,33;104;51;53;31
60;;7;2;33;;237;Scheid;5,49;126;60;66;23
60;;7;2;33;;239;Schüller;4,36;319;149;170;73
60;;7;2;33;;240;Stadtkyll;20,78; 1 285;651;634;62
60;;7;2;33;;241;Steffeln;20,92;579;308;271;28
60;;7;2;33;;242;Uersfeld;4,26;664;343;321;156
60;;7;2;33;;243;Ueß;1,49;58;23;35;39
60;;7;2;33;;244;Welcherath;3,18;120;64;56;38
60;;7;2;33;;501;Daun, Stadt;48,98; 7 866; 3 789; 4 077;161
40;;7;2;35;;;Trier-Saarburg;;;;;
60;;7;2;35;;1;Aach;6,96; 1 179;556;623;169
60;;7;2;35;;2;Ayl;7,63; 1 102;538;564;144
60;;7;2;35;;3;Baldringen;1,76;173;94;79;98
60;;7;2;35;;4;Bekond;3,81;650;315;335;171
60;;7;2;35;;5;Bescheid;7,62;374;189;185;49
60;;7;2;35;;8;Beuren (Hochwald);18,5;952;465;487;51
60;;7;2;35;;10;Bonerath;4,25;220;108;112;52
60;;7;2;35;;14;Damflos;5,31;702;342;360;132
60;;7;2;35;;15;Detzem;5,56;508;256;252;91
60;;7;2;35;;19;Ensch;6,8;480;241;239;71
60;;7;2;35;;21;Farschweiler;7,45;811;392;419;109
60;;7;2;35;;22;Fell;15,73; 2 159; 1 086; 1 073;137
60;;7;2;35;;25;Fisch;6,88;255;122;133;37
60;;7;2;35;;26;Föhren;9,79; 2 701; 1 334; 1 367;276
60;;7;2;35;;27;Franzenheim;6,47;369;188;181;57
60;;7;2;35;;28;Freudenburg;10,99; 1 547;756;791;141
60;;7;2;35;;30;Geisfeld;8,87;514;249;265;58
60;;7;2;35;;33;Greimerath;12,11; 1 065;528;537;88
60;;7;2;35;;35;Grimburg;10,18;513;250;263;50
60;;7;2;35;;36;Gusenburg;7,36; 1 122;571;551;152
60;;7;2;35;;37;Gusterath;4,41; 1 847;926;921;419
60;;7;2;35;;38;Gutweiler;2,51;692;348;344;276
60;;7;2;35;;40;Heddert;4,9;239;109;130;49
60;;7;2;35;;43;Hentern;6,15;347;168;179;56
60;;7;2;35;;44;Herl;2,83;245;128;117;87
60;;7;2;35;;45;Hermeskeil, Stadt;30,86; 5 592; 2 719; 2 873;181
60;;7;2;35;;46;Hinzenburg;2,87;170;89;81;59
60;;7;2;35;;47;Hinzert-Pölert;4,85;328;161;167;68
60;;7;2;35;;48;Hockweiler;2,08;185;91;94;89
60;;7;2;35;;50;Holzerath;6,76;404;213;191;60
60;;7;2;35;;51;Igel;7,3; 1 916;946;970;262
60;;7;2;35;;52;Irsch;15,21; 1 429;689;740;94
60;;7;2;35;;55;Kanzem;4,32;515;239;276;119
60;;7;2;35;;56;Kasel;4,53; 1 219;592;627;269
60;;7;2;35;;57;Kastel-Staadt;5,2;397;215;182;76
60;;7;2;35;;58;Kell;28,26; 1 755;854;901;62
60;;7;2;35;;60;Kenn;3,88; 2 321; 1 140; 1 181;598
